,アイテム,識別子,ラベル,地域,緯度,経度
0,https://mediaarts-db.bunka.go.jp/id/C46282,C46282,コンピューターランド北海道,北海道札幌市,43.0617713,141.3544506
1,https://mediaarts-db.bunka.go.jp/id/C46247,C46247,バンダイ・デジタル・エンタテインメント,東京都台東区蔵前3-1-10蔵前セントラルビル5F,35.7032939,139.7905713
2,https://mediaarts-db.bunka.go.jp/id/C46249,C46249,アクティマインド,東京都千代田区神田須田町2-19-27,35.6964878,139.7723911
3,https://mediaarts-db.bunka.go.jp/id/C44984,C44984,アスク,東京都新宿区下宮比町2-6,35.7031365,139.7438473
4,https://mediaarts-db.bunka.go.jp/id/C45062,C45062,エス・エヌ・ケイ,大阪府吹田市江の木町1番6号,34.7569266,135.4965071
5,https://mediaarts-db.bunka.go.jp/id/C45114,C45114,1C Company,"Moscow, Russia",55.755826,37.6173
6,https://mediaarts-db.bunka.go.jp/id/C45102,C45102,魔法,兵庫県神戸市中央区葺合町馬止1-10 マジカルビル,34.7174264,135.1939121
7,https://mediaarts-db.bunka.go.jp/id/C46677,C46677,ジョイナック,東京都中野区本町4-48-17-205,35.6972385,139.6677707
8,https://mediaarts-db.bunka.go.jp/id/C45895,C45895,リズ,東京都中野区本町4-46-9　オーチュー第6ビル3F,35.6972632,139.6689264
9,https://mediaarts-db.bunka.go.jp/id/C45897,C45897,TBSテレビ,東京都港区赤坂5丁目3番6号TBS放送センター内,35.6719055,139.7347717
10,https://mediaarts-db.bunka.go.jp/id/C45898,C45898,フェイス,東京都中野区東京都中野区弥生町1-9-8,35.6915245,139.680629
11,https://mediaarts-db.bunka.go.jp/id/C45900,C45900,HORI,神奈川県横浜市都筑区佐江戸町640,35.5173428,139.562732
12,https://mediaarts-db.bunka.go.jp/id/C45917,C45917,"Atari, Inc.","417 Fifth Avenue, New York, NY 10016, United States",40.7506098,-73.9827098
13,https://mediaarts-db.bunka.go.jp/id/C45906,C45906,アスク講談社,東京都新宿区下宮比町2-6,35.7031365,139.7438473
14,https://mediaarts-db.bunka.go.jp/id/C45911,C45911,シャングリ・ラ,東京都府中市清水が丘1丁目1番地3,35.6683254,139.4952355
15,https://mediaarts-db.bunka.go.jp/id/C45915,C45915,コーエーテクモウェーブ,東京都千代田区九段北四丁目1番34号,35.6930396,139.7405009
16,https://mediaarts-db.bunka.go.jp/id/C45964,C45964,コナミアミューズメント,愛知県一宮市高田字池尻１番地,35.3353808,136.7992661
17,https://mediaarts-db.bunka.go.jp/id/C45976,C45976,エイエムアイ,東京都豊島区南池袋1-10-13　荒井ビル2F,35.7247829,139.7109573
18,https://mediaarts-db.bunka.go.jp/id/C45988,C45988,ユウビス,大阪府東大阪市川俣本町11-10,34.6818766,135.5800258
19,https://mediaarts-db.bunka.go.jp/id/C45990,C45990,ロジテック株式会社,東京都千代田区四番町6番地 東急番町ビル11階,35.6892357,139.7357443
20,https://mediaarts-db.bunka.go.jp/id/C46006,C46006,フナイ,大阪府大東市中垣内七丁目7番1号,34.7050036,135.6382909
21,https://mediaarts-db.bunka.go.jp/id/C46011,C46011,Gottllieb,"Chicago, IL, U.S.",41.8781136,-87.6297982
22,https://mediaarts-db.bunka.go.jp/id/C45948,C45948,新日本企画,大阪府吹田市江の木町1番6号,34.7569266,135.4965071
23,https://mediaarts-db.bunka.go.jp/id/C45950,C45950,ツムラ,東京都港区赤坂二丁目17番11号赤坂シグマタワービル[1],35.6707506,139.7394564
24,https://mediaarts-db.bunka.go.jp/id/C45955,C45955,カネコ,東京都千代田区平河町2-12-4富士ビルディング3F,35.6806531,139.7416119
25,https://mediaarts-db.bunka.go.jp/id/C45960,C45960,株式会社UPL,茨城県小山市駅南町6-13-30,36.299207,139.8146907
26,https://mediaarts-db.bunka.go.jp/id/C45933,C45933,エイブルコーポレーション,東京都豊島区池袋4-8-3 エイブルビル,35.7378945,139.7080206
27,https://mediaarts-db.bunka.go.jp/id/C45919,C45919,三木商事,東京都品川区南大井5丁目13番1号モア・アペックス大森204,35.5960242,139.734028
28,https://mediaarts-db.bunka.go.jp/id/C45923,C45923,セガ・インタラクティブ,東京都大田区羽田1-2-12,35.5516346,139.7434082
29,https://mediaarts-db.bunka.go.jp/id/C45937,C45937,三基商事,大阪府大阪市北区梅田1-2-2-800（大阪駅前第2ビル）,34.6988189,135.4979412
30,https://mediaarts-db.bunka.go.jp/id/C45939,C45939,シグマ,兵庫県伊丹市南本町3-1-7 ウィズ新伊丹202,34.7745532,135.4184964
31,https://mediaarts-db.bunka.go.jp/id/C46082,C46082,電気音響株式会社,東京都大田区西六郷3丁目26-11,35.5449372,139.7083295
32,https://mediaarts-db.bunka.go.jp/id/C46063,C46063,豊栄産業株式会社,東京都田無市,35.730121,139.5369095
33,https://mediaarts-db.bunka.go.jp/id/C46078,C46078,エンハート,東京都品川区西五反田7-22-17TOCビル12階,,
34,https://mediaarts-db.bunka.go.jp/id/C46080,C46080,太陽自動機,東京都江戸川区東葛西5-46-3,35.665682,139.8808282
35,https://mediaarts-db.bunka.go.jp/id/C46085,C46085,富士商株式会社,山口県山陽小野田市稲荷町10番23号,33.9840218,131.1784524
36,https://mediaarts-db.bunka.go.jp/id/C46088,C46088,テクノン工業株式会社,東京都千代田区麹町1丁目7-12館2F,35.6833668,139.7430066
37,https://mediaarts-db.bunka.go.jp/id/C46099,C46099,Cinematronics,"Texas, USA",31.9685988,-99.9018131
38,https://mediaarts-db.bunka.go.jp/id/C46093,C46093,セイブ電子,福島県双葉郡浪江町鬼久保,37.4964498,140.9865772
39,https://mediaarts-db.bunka.go.jp/id/C46096,C46096,タカラアミューズメント,東京都北区東田端一丁目7番3号,35.7384299,139.7630117
40,https://mediaarts-db.bunka.go.jp/id/C46098,C46098,ホームデータ,兵庫県神戸市中央区葺合町馬止1-10 マジカルビル,34.7174264,135.1939121
41,https://mediaarts-db.bunka.go.jp/id/C46102,C46102,チヨダ,東京都杉並区荻窪4丁目30番16号藤澤ビルディング5階,35.7039145,139.6236126
42,https://mediaarts-db.bunka.go.jp/id/C46021,C46021,レジャック株式会社,大阪府大阪市淀川区西中島5月丁目11番10号,34.731623,135.500447
43,https://mediaarts-db.bunka.go.jp/id/C46028,C46028,ユニバーサルエンターテインメント,東京都江東区有明三丁目7番26号有明フロンティアビルA棟,35.6314831,139.7918097
44,https://mediaarts-db.bunka.go.jp/id/C46030,C46030,ウッドプレイス,東京都江東区木場,35.6721684,139.8061141
45,https://mediaarts-db.bunka.go.jp/id/C46035,C46035,金子製作所,東京都三鷹市下連雀3丁目34番4号,35.7004582,139.5608218
46,https://mediaarts-db.bunka.go.jp/id/C46040,C46040,Exidy,"Sunnyvale, CA, U.S",37.36883,-122.0363496
47,https://mediaarts-db.bunka.go.jp/id/C46044,C46044,ジャパンレジャー,東京都品川区西五反田1丁目21番8号 KSS五反田ビル5階,35.6229474,139.7234929
48,https://mediaarts-db.bunka.go.jp/id/C46061,C46061,中日本プロジェクト株式会社,愛知県名古屋市守山区八反6-10,35.1937169,136.9629401
49,https://mediaarts-db.bunka.go.jp/id/C46165,C46165,ZEPHER,神奈川県横浜市港北区小机町1518番地 メゾン・チバ305,35.5084006,139.5957136
50,https://mediaarts-db.bunka.go.jp/id/C46153,C46153,アンノウンゲームズ,大阪府大阪市北区同心1丁目7番13号,34.7010296,135.5168911
51,https://mediaarts-db.bunka.go.jp/id/C46156,C46156,コンピューターサービス株式会社,大阪市中央区北浜,34.6919959,135.5030983
52,https://mediaarts-db.bunka.go.jp/id/C46159,C46159,九十九電機株式会社,東京都千代田区外神田3-2-14,35.7004873,139.7697406
53,https://mediaarts-db.bunka.go.jp/id/C46169,C46169,スタック,東京都千代田区神田小川町2丁目4番地5号 杉商ビル9階,35.6947229,139.7643998
54,https://mediaarts-db.bunka.go.jp/id/C46170,C46170,VividColor,東京都渋谷区神宮前,35.6699682,139.709008
55,https://mediaarts-db.bunka.go.jp/id/C46171,C46171,ブラザー工業株式会社,名古屋市瑞穂区苗代町15番1号,35.1183299,136.9220171
56,https://mediaarts-db.bunka.go.jp/id/C46173,C46173,ダイヤモンド社,東京都渋谷区神宮前6-12-17ダイヤモンドビル,35.6662321,139.7040023
57,https://mediaarts-db.bunka.go.jp/id/C46179,C46179,ニトロプラス,東京都千代田区外神田3-16-12アキバCOビル4F,35.7025043,139.7712383
58,https://mediaarts-db.bunka.go.jp/id/C46175,C46175,"First Star Software, Inc.","22 East 41st Street、New York, NY, U.S.",40.7521562,-73.9803629
59,https://mediaarts-db.bunka.go.jp/id/C46177,C46177,セガサミーホールディングス株式会社,東京都品川区西品川一丁目1－1 住友不動産大崎ガーデンタワー,35.6149384,139.731068
60,https://mediaarts-db.bunka.go.jp/id/C46178,C46178,スタジオライン,東京都中野区上鷺宮4-15-6東方富士見台ビル401,35.7342047,139.6299985
61,https://mediaarts-db.bunka.go.jp/id/C46180,C46180,ソフパル,大阪府大阪市浪速区日本橋4丁目6-18,34.6589671,135.506952
62,https://mediaarts-db.bunka.go.jp/id/C46181,C46181,エス・オー・エフ・ティー,埼玉県川口市西川口1-28-1第一秋葉ビル5階,35.8146667,139.7023656
63,https://mediaarts-db.bunka.go.jp/id/C46183,C46183,ソースネクスト株式会社,東京都港区東新橋1-5-2 汐留シティセンター33階,35.6654972,139.7608806
64,https://mediaarts-db.bunka.go.jp/id/C46146,C46146,ダイナ,大阪府大阪市平野区背戸口2-14-15,34.6231575,135.5464882
65,https://mediaarts-db.bunka.go.jp/id/C46136,C46136,マルカ株式会社,東京都台東区橋場1-2-1,35.7226985,139.8070932
66,https://mediaarts-db.bunka.go.jp/id/C46139,C46139,レインエンターテイメント,東京都新宿区高田馬場4-22-46-403,35.7103548,139.7015281
67,https://mediaarts-db.bunka.go.jp/id/C46111,C46111,ユウガ,東京都港区赤坂6-18-3 アイビービル4階,35.6689281,139.734467
68,https://mediaarts-db.bunka.go.jp/id/C46118,C46118,日本商事株式会社,大阪市中央区石町2-2-9,34.6894745,135.513484
69,https://mediaarts-db.bunka.go.jp/id/C46125,C46125,レジェンドベースボール株式会社,東京都新宿区住吉町2-14 四谷曙橋ビル2F,35.6920152,139.7212773
70,https://mediaarts-db.bunka.go.jp/id/C46127,C46127,アーク・エンタテインメント,東京都港区赤坂八丁目5番26号,35.671016,139.726787
71,https://mediaarts-db.bunka.go.jp/id/C46217,C46217,WIZ (STUDIOねこぱんち),東京都台東区台東4-29-7田原ビル4階,35.7071449,139.7782078
72,https://mediaarts-db.bunka.go.jp/id/C46220,C46220,BREST UP,大阪府大阪市淀川区西中島3-19-8新大阪興事ビル505号,34.7267692,135.4989925
73,https://mediaarts-db.bunka.go.jp/id/C46218,C46218,オメガビジョン,東京都千代田区岩本町2-1-17PRIME TOWER IWAMOTOCHO 7F,35.6920923,139.775372
74,https://mediaarts-db.bunka.go.jp/id/C46215,C46215,システムサコム工業株式会社,東京都墨田区両国1-12-10 カネオカビル6F,35.6949652,139.7901518
75,https://mediaarts-db.bunka.go.jp/id/C46216,C46216,ぺんしる,東京都練馬区豊玉上1-8-16PSビル,,
76,https://mediaarts-db.bunka.go.jp/id/C46221,C46221,インターハート,神奈川県横浜市神奈川区西神奈川1丁目19番19号,35.4807552,139.6323419
77,https://mediaarts-db.bunka.go.jp/id/C46223,C46223,ウェンディマガジン,東京都渋谷区道玄坂1-15-3プリメーラ道玄坂521,35.6572942,139.6977186
78,https://mediaarts-db.bunka.go.jp/id/C46228,C46228,日本下水道協会,東京都千代田区内神田二丁目10番12号 内神田すいすいビル5階～8階,35.6907595,139.7678884
79,https://mediaarts-db.bunka.go.jp/id/C46229,C46229,Primal Software,"Moscow, Russia",55.755826,37.6173
80,https://mediaarts-db.bunka.go.jp/id/C46232,C46232,メディアタウンズ,東京都渋谷区神宮前2-35-13,35.674659,139.7080194
81,https://mediaarts-db.bunka.go.jp/id/C46236,C46236,JOINAC,東京都中野区本町4-48-17-205,35.6972385,139.6677707
82,https://mediaarts-db.bunka.go.jp/id/C46239,C46239,ビーアイコミュニケーションズ,福岡県福岡市中央区薬院2-5-36 コープ野村薬院801号,33.580949,130.3945902
83,https://mediaarts-db.bunka.go.jp/id/C46238,C46238,辰巳出版,東京都新宿区新宿二丁目15番14号辰巳ビル,35.6912114,139.7095466
84,https://mediaarts-db.bunka.go.jp/id/C46242,C46242,エスアイエスプランニング,北海道札幌市,43.0617713,141.3544506
85,https://mediaarts-db.bunka.go.jp/id/C46243,C46243,アレス,東京都豊島区南池袋2-10-3 榮ビル5F,35.7255023,139.7143643
86,https://mediaarts-db.bunka.go.jp/id/C46244,C46244,ピースソフト,大阪府大阪市淀川区宮原1-7-36-1108,34.7362234,135.4989741
87,https://mediaarts-db.bunka.go.jp/id/C46207,C46207,たまソフト,大阪府大阪市中央区島町1-4-1第五双基301,34.6883894,135.5148652
88,https://mediaarts-db.bunka.go.jp/id/C46206,C46206,オフィスエラン,東京都世田谷区,35.6465615,139.6532924
89,https://mediaarts-db.bunka.go.jp/id/C46196,C46196,サブロジックコンピュータ コーポレーション,千葉県佐倉市,35.7235977,140.2239389
90,https://mediaarts-db.bunka.go.jp/id/C46185,C46185,NEST,東京都国立市,35.6839668,139.4413867
91,https://mediaarts-db.bunka.go.jp/id/C46189,C46189,クリアブルーコミュニケーションズ,東京都練馬区豊玉上1-8-16ＰＳビル1階,,
92,https://mediaarts-db.bunka.go.jp/id/C46190,C46190,エレメント,大阪府大阪市北区堂島2丁目２番23号白雲ビル2階,34.697025,135.4940118
93,https://mediaarts-db.bunka.go.jp/id/C46193,C46193,キャリーラボ,熊本県熊本市,32.8032164,130.7079369
94,https://mediaarts-db.bunka.go.jp/id/C46209,C46209,"Broderbund Software, Inc.","Novato, CA, USA",38.1074198,-122.5697032
95,https://mediaarts-db.bunka.go.jp/id/C46205,C46205,ストラットフォード・コンピューターセンター株式会社,東京都江東区潮見2丁目10番24号,35.6565191,139.8182235
96,https://mediaarts-db.bunka.go.jp/id/C46204,C46204,カルディア,東京都豊島区池袋3-18-40SHIMAビルB1F,,
97,https://mediaarts-db.bunka.go.jp/id/C46197,C46197,ザウス,東京都文京区湯島3-13-8 湯島不二ビル601号,35.7045314,139.7695409
98,https://mediaarts-db.bunka.go.jp/id/C46213,C46213,ネクストン,大阪府大阪市北区天神橋7丁目12番6号グレーシィ天神橋ビル2号館11階,34.7140102,135.510873
99,https://mediaarts-db.bunka.go.jp/id/C46212,C46212,"SIERRA ON-LINE, INC.","Bellevue, Washington, USA",47.6101497,-122.2015159
100,https://mediaarts-db.bunka.go.jp/id/C46813,C46813,ホビージャパン,東京都渋谷区,35.6619707,139.703795
101,https://mediaarts-db.bunka.go.jp/id/C46768,C46768,Bohemia Interactive,"Prague, Czech Republic",50.0755381,14.4378005
102,https://mediaarts-db.bunka.go.jp/id/C46305,C46305,SME・ビジュアルワークス,東京都千代田区六番町4番地5,35.6887708,139.7349525
103,https://mediaarts-db.bunka.go.jp/id/C44987,C44987,インターグロー,東京都台東区東上野1丁目8番6号妙⾼酒造ビル5F,35.7076505,139.7790666
104,https://mediaarts-db.bunka.go.jp/id/C45039,C45039,ネットビレッジ株式会社,東京都渋谷区,35.6619707,139.703795
105,https://mediaarts-db.bunka.go.jp/id/C46435,C46435,ワウ エンターテイメント,東京都渋谷区,35.6619707,139.703795
106,https://mediaarts-db.bunka.go.jp/id/C45135,C45135,"Bungie, LLC","Bellevue, Washington, U.S.",47.6101497,-122.2015159
107,https://mediaarts-db.bunka.go.jp/id/C46497,C46497,ユナイテッド・ゲーム・アーティスツ,東京都渋谷区,35.6619707,139.703795
108,https://mediaarts-db.bunka.go.jp/id/C45143,C45143,Bethesda Game Studios,"Rockville, Maryland, U.S.",39.0839973,-77.1527578
109,https://mediaarts-db.bunka.go.jp/id/C46632,C46632,POW,東京都渋谷区,35.6619707,139.703795
110,https://mediaarts-db.bunka.go.jp/id/C46694,C46694,MEDIAGENIC,"Santa Monica, California, United States",34.0194543,-118.4911912
111,https://mediaarts-db.bunka.go.jp/id/C45205,C45205,小島プロダクション,東京都渋谷区,35.6619707,139.703795
112,https://mediaarts-db.bunka.go.jp/id/C45651,C45651,エンターグラム,大阪市北区曽根崎新地1丁目1番49号 梅田滋賀ビル,34.6964251,135.5009073
113,https://mediaarts-db.bunka.go.jp/id/C45652,C45652,Mode 7,"Oxford, United Kingdom",51.7520209,-1.2577263
114,https://mediaarts-db.bunka.go.jp/id/C45654,C45654,Digital Chocolate,"San Mateo, California, U.S.",37.5629917,-122.3255254
115,https://mediaarts-db.bunka.go.jp/id/C45655,C45655,GRIP Digital s.r.o.,"Prague, Czech Republic",50.0755381,14.4378005
116,https://mediaarts-db.bunka.go.jp/id/C45631,C45631,クリエイティヴ・コア株式会社,東京都港区新橋5-26-5,35.662915,139.7544868
117,https://mediaarts-db.bunka.go.jp/id/C45641,C45641,Team17 Digital Ltd.,"Wakefield, England",53.683298,-1.505924
118,https://mediaarts-db.bunka.go.jp/id/C45632,C45632,桐原書店,東京都新宿区西新宿4-15-3 住友不動産西新宿ビル3号館,35.6894276,139.6880266
119,https://mediaarts-db.bunka.go.jp/id/C45642,C45642,NeocoreGames,"Budapest, Hungary",47.497912,19.040235
120,https://mediaarts-db.bunka.go.jp/id/C45615,C45615,オーイズミ・アミュージオ,東京都台東区東上野1丁目8番6号妙⾼酒造ビル5F,35.7076505,139.7790666
121,https://mediaarts-db.bunka.go.jp/id/C45625,C45625,プレイモア,大阪府吹田市豊津町14-12,34.7577801,135.4953353
122,https://mediaarts-db.bunka.go.jp/id/C45606,C45606,17-BIT株式会社,アメリカ合衆国ワシントン州シアトル,47.6062095,-122.3320708
123,https://mediaarts-db.bunka.go.jp/id/C45621,C45621,マイクロソフト,アメリカ合衆国ワシントン州 レドモンド ワンマイクロソフトウェイ,47.6435401,-122.1306046
124,https://mediaarts-db.bunka.go.jp/id/C45627,C45627,テイジイエル,大阪府大阪市中央区城見1丁目3番7号松下IMPビル,34.6918501,135.5296916
125,https://mediaarts-db.bunka.go.jp/id/C44671,C44671,SNKプレイモア,大阪府吹田市豊津町14-12,34.7577801,135.4953353
126,https://mediaarts-db.bunka.go.jp/id/C45874,C45874,17-BIT,アメリカ合衆国ワシントン州シアトル,47.6062095,-122.3320708
127,https://mediaarts-db.bunka.go.jp/id/C44714,C44714,CBS・ソニーグループ,東京都渋谷区,35.6619707,139.703795
128,https://mediaarts-db.bunka.go.jp/id/C44708,C44708,"Activision, Inc.","Santa Monica, California, United States",34.0194543,-118.4911912
129,https://mediaarts-db.bunka.go.jp/id/C44781,C44781,THQジャパン株式会社,東京都渋谷区,35.6619707,139.703795
130,https://mediaarts-db.bunka.go.jp/id/C44783,C44783,"Treyarch Invention, LLC","Santa Monica, California, United States",34.0194543,-118.4911912
131,https://mediaarts-db.bunka.go.jp/id/C44762,C44762,Psyonix,"San Diego, California, U.S.",32.715738,-117.1610838
132,https://mediaarts-db.bunka.go.jp/id/C44862,C44862,ココナッツジャパンエンターテイメント,東京都渋谷区,35.6619707,139.703795
133,https://mediaarts-db.bunka.go.jp/id/C44836,C44836,エレクトロニック・アーツ・ビクター株式会社,東京都渋谷区,35.6619707,139.703795
134,https://mediaarts-db.bunka.go.jp/id/C44840,C44840,ミコット・エンド・バサラ株式会社,東京都渋谷区,35.6619707,139.703795
135,https://mediaarts-db.bunka.go.jp/id/C45404,C45404,パンサーソフトウェア,東京都港区芝浦2-15-16 田町KSビル3F,35.6447024,139.7527328
136,https://mediaarts-db.bunka.go.jp/id/C45406,C45406,Bethesda Softworks LLC,"Rockville, Maryland, U.S.",39.0839973,-77.1527578
137,https://mediaarts-db.bunka.go.jp/id/C45412,C45412,メディックス,東京都中央区築地五丁目6番4号浜離宮三井ビルディング 4F,35.662664,139.764903
138,https://mediaarts-db.bunka.go.jp/id/C45395,C45395,"Mastiff, LLC.","Tokyo, Japan
San Francisco, USA",35.6761919,139.6503106
139,https://mediaarts-db.bunka.go.jp/id/C45400,C45400,バップ,東京都千代田区四番町5番地6日テレ四番町ビル1号館,35.6885232,139.7371884
140,https://mediaarts-db.bunka.go.jp/id/C45402,C45402,エコールソフトウェア,兵庫県西宮市南昭和町3番13号,34.7469458,135.355322
141,https://mediaarts-db.bunka.go.jp/id/C45415,C45415,DMM.com,東京都港区六本木3-2-1六本木グランドタワー24F 日本〒106-6224東京都港区六本木3-2-1六本木グランドタワー24F,35.6645869,139.7377776
142,https://mediaarts-db.bunka.go.jp/id/C45416,C45416,ハックベリー,愛知県名古屋市瑞穂区妙音通4丁-39サンあらたまビル3F,35.1174326,136.9357051
143,https://mediaarts-db.bunka.go.jp/id/C45417,C45417,アーベル,東京都北区東田端一丁目13番10号ツインビル田端A3階,35.7392192,139.7624327
144,https://mediaarts-db.bunka.go.jp/id/C45429,C45429,"Activision, Inc.","Santa Monica, California, United States",34.0194543,-118.4911912
145,https://mediaarts-db.bunka.go.jp/id/C45428,C45428,Ninja Theory Ltd,"Building 5, The Westbrook Centre, Cambridge, CB4 1YG",52.2160682,0.1240666
146,https://mediaarts-db.bunka.go.jp/id/C45418,C45418,東京書籍株式会社,東京都北区堀船 2-17-1,35.7540328,139.745005
147,https://mediaarts-db.bunka.go.jp/id/C45419,C45419,Big Huge Games,"Timonium, Maryland, United States",39.4354087,-76.6123884
148,https://mediaarts-db.bunka.go.jp/id/C45379,C45379,クロスファンクション,東京都豊島区南大塚2-37-5 MSB-21ビル4階,35.7289025,139.7310147
149,https://mediaarts-db.bunka.go.jp/id/C45374,C45374,The Behemoth,"San Diego, California, U.S.",32.715738,-117.1610838
150,https://mediaarts-db.bunka.go.jp/id/C45378,C45378,アクティブゲーミングメディア,大阪府大阪市西区靱本町1丁目12番6号マツモト産業ビル4F,34.6839317,135.4954785
151,https://mediaarts-db.bunka.go.jp/id/C45380,C45380,Oberon Media,"New York, USA",40.7127753,-74.0059728
152,https://mediaarts-db.bunka.go.jp/id/C45382,C45382,パック・イン・ビデオ,東京都中央区銀座6-13-16 銀座ウォールビル6F,35.669056,139.7649284
153,https://mediaarts-db.bunka.go.jp/id/C45383,C45383,スタジオアートディンク,東京都中央区月島1-8-3 BR月島1ビル4階,35.6645937,139.7837001
154,https://mediaarts-db.bunka.go.jp/id/C45384,C45384,データイースト,東京都杉並区南荻窪4丁目41-10データイーストビル,35.7038928,139.6157853
155,https://mediaarts-db.bunka.go.jp/id/C45385,C45385,ジャレコ,東京都世田谷区用賀2-19-7,35.6264838,139.636661
156,https://mediaarts-db.bunka.go.jp/id/C45386,C45386,マーザ・アニメーションプラネット株式会社,東京都品川区東品川2-2-20 天王洲郵船ビル18階,35.6221232,139.7501399
157,https://mediaarts-db.bunka.go.jp/id/C45388,C45388,Kalypso Media Group GmbH,"Worms, Deutschland",49.6341372,8.3507182
158,https://mediaarts-db.bunka.go.jp/id/C45387,C45387,H2インタラクティブ,東京都渋谷区,35.6619707,139.703795
159,https://mediaarts-db.bunka.go.jp/id/C45392,C45392,講談社,東京都文京区音羽二丁目12番21号,35.7175168,139.7279243
160,https://mediaarts-db.bunka.go.jp/id/C45391,C45391,コラビエ,東京都台東区北上野1-6-11 NORDビル,35.7164137,139.7817828
161,https://mediaarts-db.bunka.go.jp/id/C45389,C45389,フジコム,東京都台東区東上野3-14-7龍田ビル3F,35.7107965,139.7790865
162,https://mediaarts-db.bunka.go.jp/id/C45472,C45472,ZENIMAX MEDIA INC.,"Rockville, Maryland, USA",39.0839973,-77.1527578
163,https://mediaarts-db.bunka.go.jp/id/C45471,C45471,Microsoft Game Studios,"Redmond, WA, USA",47.6739881,-122.121512
164,https://mediaarts-db.bunka.go.jp/id/C45475,C45475,アニプレックス,東京都千代田区六番町4番地5,35.6887708,139.7349525
165,https://mediaarts-db.bunka.go.jp/id/C45479,C45479,コロプラ,東京都渋谷区恵比寿4-20-3恵比寿ガーデンプレイスタワー11・12階,35.6422106,139.7134456
166,https://mediaarts-db.bunka.go.jp/id/C45484,C45484,クロスノーツ,東京都中野区弥生町二丁目25番13号永島第一ビル202号室,35.6921646,139.6737108
167,https://mediaarts-db.bunka.go.jp/id/C45485,C45485,インテック,富山県富山市牛島新町5番5号,36.7025875,137.2158076
168,https://mediaarts-db.bunka.go.jp/id/C45487,C45487,アーテイン,東京都港区高輪3-26-33 秀和ビル5F,35.629585,139.7379795
169,https://mediaarts-db.bunka.go.jp/id/C45508,C45508,アイドス,"Wimbledon, England",51.4183389,-0.2206288
170,https://mediaarts-db.bunka.go.jp/id/C45469,C45469,光文社,東京都文京区音羽1丁目16番6号 日本〒171-0014東京都豊島区池袋三丁目1番2号 光文社ビル1F,35.7166577,139.7290353
171,https://mediaarts-db.bunka.go.jp/id/C45456,C45456,マイクロネット,北海道札幌市中央区南4条西7丁目6番地,43.0543375,141.3475071
172,https://mediaarts-db.bunka.go.jp/id/C45461,C45461,学研教育出版,東京都品川区西五反田2丁目11番8号 日本〒141-8510東京都品川区西五反田2丁目11番8号,35.6273368,139.7202996
173,https://mediaarts-db.bunka.go.jp/id/C45431,C45431,マイクロキャビン,三重県四日市市芝田一丁目11番13号,34.9707773,136.6104783
174,https://mediaarts-db.bunka.go.jp/id/C45432,C45432,ジェイティービー,東京都品川区東品川二丁目3番11号JTBビル,35.6233167,139.7509118
175,https://mediaarts-db.bunka.go.jp/id/C45434,C45434,小学館,東京都千代田区一ツ橋二丁目3番1号,35.6941882,139.7581002
176,https://mediaarts-db.bunka.go.jp/id/C45444,C45444,Hidden Path Entertainment,"Bellevue, Washington, U.S.",47.6101497,-122.2015159
177,https://mediaarts-db.bunka.go.jp/id/C45453,C45453,ワープ,東京都港区北青山2-12-28,35.6709166,139.7156112
178,https://mediaarts-db.bunka.go.jp/id/C45588,C45588,インターレックス株式会社,東京都港区芝浦3-14-5,35.642557,139.7480993
179,https://mediaarts-db.bunka.go.jp/id/C45586,C45586,ティーアンドエス,東京都渋谷区道玄坂 1-12-1 渋谷マークシティウェスト 22階,35.6581085,139.6986263
180,https://mediaarts-db.bunka.go.jp/id/C45579,C45579,カヤック,神奈川県鎌倉市小町2-14-7かまくら春秋スクエア2階,35.320989,139.553517
181,https://mediaarts-db.bunka.go.jp/id/C45590,C45590,ビーピーエス,神奈川県横浜市港北区新横浜三丁目24-5 新横浜ユニオンビルANNEX,35.5143194,139.6203803
182,https://mediaarts-db.bunka.go.jp/id/C45566,C45566,Nordic Games GmbH,"Vienna, Austria; Stockholm, Sweden",48.2081743,16.3738189
183,https://mediaarts-db.bunka.go.jp/id/C45581,C45581,Natsume Inc.,アメリカ合衆国カリフォルニア州サンフランシスコ,37.7749295,-122.4194155
184,https://mediaarts-db.bunka.go.jp/id/C45592,C45592,東映アニメーション株式会社,東京都中野区中野四丁目10番1号中野セントラルパーク イースト5階,35.7077748,139.6629065
185,https://mediaarts-db.bunka.go.jp/id/C45594,C45594,Ska Studios LLC,"Seattle, Washington, United States",47.6062095,-122.3320708
186,https://mediaarts-db.bunka.go.jp/id/C45600,C45600,WayForward Technologies Inc.,"28738 The Old Road Valencia, CA 91355",34.4413669,-118.6034138
187,https://mediaarts-db.bunka.go.jp/id/C45601,C45601,AI Factory Limited,"23 The Avenue, Hatch End, HA5 4EN, UK .",51.6118638,-0.3703049
188,https://mediaarts-db.bunka.go.jp/id/C45596,C45596,"Torpex Games, LLC.","Bellevue, Washington",47.6101497,-122.2015159
189,https://mediaarts-db.bunka.go.jp/id/C45599,C45599,Drinkbox Studios Inc.,"Toronto, Ontario, Canada",43.653226,-79.3831843
190,https://mediaarts-db.bunka.go.jp/id/C45552,C45552,パイオニアLDC株式会社,東京都渋谷区恵比寿南1-20-6,35.6438919,139.7102464
191,https://mediaarts-db.bunka.go.jp/id/C45559,C45559,ソニー・ミュージックエンタテインメント,東京都千代田区六番町4番地5,35.6887708,139.7349525
