アイテム,識別子,ラベル,地域,緯度,経度
https://mediaarts-db.bunka.go.jp/id/C44980,C44980,加賀クリエイト株式会社,東京都中央区,,
https://mediaarts-db.bunka.go.jp/id/C45024,C45024,ティーアンドイーソフト,愛知県名古屋市名東区照が丘10番地,,
https://mediaarts-db.bunka.go.jp/id/C45092,C45092,スターフィッシュ,東京都杉並区高円寺南4-22-2フジビル4F,,
https://mediaarts-db.bunka.go.jp/id/C45104,C45104,エフアンドシー株式会社,東京都新宿区高田馬場4-8-4 ORAGAビル9F,,
https://mediaarts-db.bunka.go.jp/id/C44860,C44860,Codemasters,"Southam, Warwickshire, England",,
https://mediaarts-db.bunka.go.jp/id/C44861,C44861,コードマスターズ株式会社,東京都目黒区,,
https://mediaarts-db.bunka.go.jp/id/C44856,C44856,ゲームアーツ,東京都千代田区丸の内一丁目11番1号,,
https://mediaarts-db.bunka.go.jp/id/C44863,C44863,コナミ,東京都港区赤坂九丁目7番2号ミッドタウン・イースト,,
https://mediaarts-db.bunka.go.jp/id/C44857,C44857,ゲームドゥ有限会社,"北海道札幌市豊平区平岸二条6丁目2-18
ランドビル平岸3・4Ｆ",,
https://mediaarts-db.bunka.go.jp/id/C44854,C44854,クロン,東京都足立区中央本町1丁目19-2,,
https://mediaarts-db.bunka.go.jp/id/C44855,C44855,ケイブ,東京都目黒区上目黒2丁目1番1号中目黒GTタワー9階,,
https://mediaarts-db.bunka.go.jp/id/C44865,C44865,サイバーステップ株式会社,東京都杉並区和泉1-22-19 朝日生命代田橋ビル4階,,
https://mediaarts-db.bunka.go.jp/id/C44864,C44864,コンパイル,東京都台東区東上野4丁目17番7-206号,,
https://mediaarts-db.bunka.go.jp/id/C44866,C44866,サミー株式会社,"東京都品川区西品川1丁目1番1号
住友不動産大崎ガーデンタワー",,
https://mediaarts-db.bunka.go.jp/id/C44867,C44867,サンタエンタテイメント,東京都豊島区池袋2丁目48-1 信友山の手池袋ビル4F・9F,,
https://mediaarts-db.bunka.go.jp/id/C44870,C44870,ジー・モード,東京都品川区東品川四丁目12番8号 品川シーサイドイーストタワー7階,,
https://mediaarts-db.bunka.go.jp/id/C44869,C44869,サン電子,愛知県名古屋市中村区平池町四丁目60番12 グローバルゲート20階,,
https://mediaarts-db.bunka.go.jp/id/C44873,C44873,システムソフト・アルファー株式会社,東京都渋谷区東一丁目26番30号渋谷イーストビル,,
https://mediaarts-db.bunka.go.jp/id/C44871,C44871,ジースタイル,北海道札幌市中央区南8条西4丁目422番地5 グランドパークビル8F,,
https://mediaarts-db.bunka.go.jp/id/C44872,C44872,システムスリージャパン,東京都目黒区鷹番２丁目２０番１２－２０１号,,
https://mediaarts-db.bunka.go.jp/id/C44868,C44868,サンライズインタラクティブ,東京都新宿区高田馬場3-22-1相川ビル4F,,
https://mediaarts-db.bunka.go.jp/id/C44848,C44848,クオリティコンフィデンス株式会社,東京都豊島区池袋4-29-6アクシア池袋902　,,
https://mediaarts-db.bunka.go.jp/id/C44849,C44849,グラスホッパー・マニファクチュア,"東京都千代田区丸の内3丁目8番1号
住友不動産丸の内ビル",,
https://mediaarts-db.bunka.go.jp/id/C44850,C44850,グランゼーラ,石川県野々市市末松三丁目570番地いしかわ大学連携インキュベータ３階,,
https://mediaarts-db.bunka.go.jp/id/C44846,C44846,キューエンタテインメント株式会社,東京都目黒区下目黒2丁目14番14号,,
https://mediaarts-db.bunka.go.jp/id/C44853,C44853,クロスファンクション株式会社,東京都豊島区南大塚2-37-5MSB-21ビル4階,,
https://mediaarts-db.bunka.go.jp/id/C44852,C44852,GAE,東京都武蔵野市吉祥寺東町1-11-18 Mビル4F,,
https://mediaarts-db.bunka.go.jp/id/C44851,C44851,グレフ,東京都千代田区神田須田町2-3-17金綱ビル4階,,
https://mediaarts-db.bunka.go.jp/id/C44843,C44843,カルチャーブレーン,東京都墨田区太平3丁目11番11号,,
https://mediaarts-db.bunka.go.jp/id/C44845,C44845,キッド,東京都品川区東大井2-13-8,,
https://mediaarts-db.bunka.go.jp/id/C44839,C44839,オフィス・クリエイト,神奈川県横浜市青葉区青葉台2-10-16第2鈴木ビル3F,,
https://mediaarts-db.bunka.go.jp/id/C44835,C44835,エレクトロニック・アーツ・スクウェア,東京都品川区上大崎2-24-9 IKビル,,
https://mediaarts-db.bunka.go.jp/id/C44838,C44838,おふぃす5656,東京都目黒区目黒本町5-9-8,,
https://mediaarts-db.bunka.go.jp/id/C44837,C44837,エンターブレイン,東京都千代田区三番町6番地1,,
https://mediaarts-db.bunka.go.jp/id/C44904,C44904,チュンソフト,東京都新宿区新宿六丁目24番20号10F,,
https://mediaarts-db.bunka.go.jp/id/C44899,C44899,タカラ,東京都葛飾区青戸4丁目39番9号,,
https://mediaarts-db.bunka.go.jp/id/C44901,C44901,タスケ,東京都港区元赤坂1丁目6番2号,,
https://mediaarts-db.bunka.go.jp/id/C44897,C44897,だいだい,静岡県静岡市葵区巴町17-2,,
https://mediaarts-db.bunka.go.jp/id/C44898,C44898,タイトー,"東京都新宿区新宿六丁目27番30号
新宿イーストサイドスクエア2F",,
https://mediaarts-db.bunka.go.jp/id/C44895,C44895,ソニックパワード,愛知県名古屋市中区平和一丁目1番10号,,
https://mediaarts-db.bunka.go.jp/id/C44894,C44894,ゼニマックス・アジア株式会社,東京都港区芝4-4-20 グーゴルプレックス・ミレニアムビル5階,,
https://mediaarts-db.bunka.go.jp/id/C44896,C44896,ソフエル,東京都港区港南2-12-23 明産高浜ビル2F,,
https://mediaarts-db.bunka.go.jp/id/C44900,C44900,タカラトミーアーツ,東京都葛飾区青戸4-19-16,,
https://mediaarts-db.bunka.go.jp/id/C44903,C44903,タムソフト,東京都台東区浅草1丁目10番地2号 YS-1ビル,,
https://mediaarts-db.bunka.go.jp/id/C44902,C44902,ダットジャパン株式会社,北海道札幌市中央区北2条西2丁目34ダイアビル札幌10F,,
https://mediaarts-db.bunka.go.jp/id/C44906,C44906,デービーソフト株式会社,北海道札幌市厚別区下野幌テクノパーク1-1-15,,
https://mediaarts-db.bunka.go.jp/id/C44905,C44905,ティーアンドイーソフト,愛知県名古屋市名東区照が丘10番地,,
https://mediaarts-db.bunka.go.jp/id/C44914,C44914,トライアングル・サービス,東京都新宿区西新宿4-14-7,,
https://mediaarts-db.bunka.go.jp/id/C44913,C44913,トムクリエイト,東京都北区田端1-16-13,,
https://mediaarts-db.bunka.go.jp/id/C44910,C44910,トイロジック,東京都豊島区北大塚1-13-17,,
https://mediaarts-db.bunka.go.jp/id/C44911,C44911,トーワチキ,東京都千代田区岩本町2丁目18-14,,
https://mediaarts-db.bunka.go.jp/id/C44908,C44908,テクモ株式会社,東京都千代田区九段北4丁目1番34号,,
https://mediaarts-db.bunka.go.jp/id/C44907,C44907,テクノスジャパン,東京都中野区新井一丁目26-6,,
https://mediaarts-db.bunka.go.jp/id/C44888,C44888,スタジオ斬,東京都新宿区高田馬場3-23-7,,
https://mediaarts-db.bunka.go.jp/id/C44887,C44887,スタジオ最前線,埼玉県新座市東北2-33-8,,
https://mediaarts-db.bunka.go.jp/id/C44893,C44893,セタ,東京都江東区有明三丁目1番地25,,
https://mediaarts-db.bunka.go.jp/id/C44890,C44890,スパイク,東京都目黒区中目黒2-10-15山手Kビル,,
https://mediaarts-db.bunka.go.jp/id/C44889,C44889,スティング,東京都台東区台東1-38-9イトーピア清洲橋通ビル3F,,
https://mediaarts-db.bunka.go.jp/id/C44891,C44891,スパイシーソフト株式会社,東京都新宿区西新宿,,
https://mediaarts-db.bunka.go.jp/id/C44886,C44886,スターフィッシュ・エスディ,東京都杉並区高円寺南4-22-2フジビル4F,,
https://mediaarts-db.bunka.go.jp/id/C44884,C44884,スクウェア・エニックス,東京都新宿区新宿6丁目27番30号 新宿イーストサイドスクエア,,
https://mediaarts-db.bunka.go.jp/id/C44885,C44885,スターサイン,東京都中央区銀座7-13-6 サガミビル 2階,,
https://mediaarts-db.bunka.go.jp/id/C44882,C44882,ズーム,北海道札幌市中央区南1条東2丁目8番2 SRビル6階,,
https://mediaarts-db.bunka.go.jp/id/C44883,C44883,スクウェア,東京都目黒区下目黒一丁目8番1号,,
https://mediaarts-db.bunka.go.jp/id/C44880,C44880,ジョルダン株式会社,東京都新宿区新宿2-5-10 成信ビル,,
https://mediaarts-db.bunka.go.jp/id/C44877,C44877,シャルラクプラス,東京都新宿区高田馬場4-8-4 ORAGAビル9F,,
https://mediaarts-db.bunka.go.jp/id/C44876,C44876,シムス株式会社,東京都渋谷区代々木1-32-11Kビル7階,,
https://mediaarts-db.bunka.go.jp/id/C44875,C44875,ジニアス・ソノリティ株式会社,東京都中央区東日本橋2-15-4 PMO東日本橋4F,,
https://mediaarts-db.bunka.go.jp/id/C44878,C44878,ジュピター,京都府京都市伏見区周防町331番地の16,,
https://mediaarts-db.bunka.go.jp/id/C44874,C44874,システムプリズマ,"大阪市北区野崎町9-13
梅田扇町通ビル8F",,
https://mediaarts-db.bunka.go.jp/id/C44881,C44881,ズー,"長野県上田市下之郷字浅間原813番地12
上田リサーチパーク",,
https://mediaarts-db.bunka.go.jp/id/C46758,C46758,cosaic,大阪府吹田市,,
https://mediaarts-db.bunka.go.jp/id/C46873,C46873,特定非営利活動法人ゲーム保存協会,東京都世田谷区等々力八丁目１９番１号椎の木山ガーデンテラスＣ号,,
https://mediaarts-db.bunka.go.jp/id/C46878,C46878,Det Kongelige Bibliotek,"Christians Brygge 8, Copenhagen K, Denmark",,
https://mediaarts-db.bunka.go.jp/id/C46874,C46874,University of Arizona,"Tucson, AZ,  United States",,
https://mediaarts-db.bunka.go.jp/id/C46875,C46875,Stanford University,"Stanford, CA, United States",,
https://mediaarts-db.bunka.go.jp/id/C46876,C46876,Universität Leipzig,"Leipzig, Saxony, Germany",,
https://mediaarts-db.bunka.go.jp/id/C46869,C46869,インテリジェントシステムズ,京都市南区,,
https://mediaarts-db.bunka.go.jp/id/C46870,C46870,The National Museum of Play,"One Manhattan Square, Rochester, NY, 	United States",,
https://mediaarts-db.bunka.go.jp/id/C46871,C46871,明治大学,東京都千代田区神田駿河台一丁目1番地,,
https://mediaarts-db.bunka.go.jp/id/C46880,C46880,National Videogame Museum,"Castle House, Angel Street, Sheffield, U.K",,
https://mediaarts-db.bunka.go.jp/id/C46881,C46881,US National Videogame Museum,"North Dallas Parkway, Frisco, TX, United States",,
https://mediaarts-db.bunka.go.jp/id/C46879,C46879,Suomen pelimuseo,"Vapriikki Museum Centre, Tampere, Finland",,
https://mediaarts-db.bunka.go.jp/id/C46877,C46877,University of Washington,"Seattle, WA, United States",,
https://mediaarts-db.bunka.go.jp/id/C46856,C46856,玉川大学,東京都町田市,,
https://mediaarts-db.bunka.go.jp/id/C46827,C46827,ソニー・マガジンズ,東京都千代田区五番町12-1,,
https://mediaarts-db.bunka.go.jp/id/C46829,C46829,グルッポワン,東京都立川市,,
https://mediaarts-db.bunka.go.jp/id/C46837,C46837,日本福祉大学情報システム研究所,愛知県半田市,,
https://mediaarts-db.bunka.go.jp/id/C46844,C46844,わんぱく研究所,岡山県岡山市,,
https://mediaarts-db.bunka.go.jp/id/C46938,C46938,勁草書房,東京都文京区水道2-1-1 大和勁草ビル,,
https://mediaarts-db.bunka.go.jp/id/C46940,C46940,ティーツー出版,東京都中野区本町,,
https://mediaarts-db.bunka.go.jp/id/C46924,C46924,徳間コミュニケーションズ,東京都品川区北品川6丁目5-27　御殿山ビル 4F,,
https://mediaarts-db.bunka.go.jp/id/C46882,C46882,넥슨컴퓨터박물관,"NXC Center, Jeju, Jeju Island , South Korea",,
https://mediaarts-db.bunka.go.jp/id/C46883,C46883,Video Game Museum of Rome,"Sabotino 4, Rome, Italy",,
https://mediaarts-db.bunka.go.jp/id/C46884,C46884,集英社,東京都千代田区一ツ橋二丁目5番10号,,
https://mediaarts-db.bunka.go.jp/id/C46886,C46886,晋遊舎,東京都千代田区神田神保町一丁目12番,,
https://mediaarts-db.bunka.go.jp/id/C47045,C47045,メディアパル,東京都新宿区東五軒町6-24,,
https://mediaarts-db.bunka.go.jp/id/C47047,C47047,データハウス,東京都新宿区西新宿4-15-19オーチュー第5ビル,,
https://mediaarts-db.bunka.go.jp/id/C47062,C47062,秀和システム,東京都中央区築地2丁目1番17号 陽光築地ビル4F,,
https://mediaarts-db.bunka.go.jp/id/C47077,C47077,現代書館,東京都千代田区飯田橋3-2-5,,
https://mediaarts-db.bunka.go.jp/id/C47080,C47080,高橋書店,東京都文京区音羽1-26-1,,
https://mediaarts-db.bunka.go.jp/id/C47085,C47085,アートプレスト,東京都港区三田3-13-16 三田43MTビル2F,,
https://mediaarts-db.bunka.go.jp/id/C47027,C47027,二見書房,東京都千代田区神田三崎町2丁目18-11堀内三崎町ビル,,
https://mediaarts-db.bunka.go.jp/id/C47015,C47015,東京堂出版,東京都千代田区神田神保町1丁目17番地　東京堂神保町第一ビル5Ｆ,,
https://mediaarts-db.bunka.go.jp/id/C47017,C47017,千倉書房,東京都中央区京橋2-4-12,,
https://mediaarts-db.bunka.go.jp/id/C47025,C47025,東放学園,東京都杉並区和泉2丁目4番1号,,
https://mediaarts-db.bunka.go.jp/id/C47112,C47112,インプレス,東京都千代田区神田神保町1-105　神保町三井ビルディング,,
https://mediaarts-db.bunka.go.jp/id/C47128,C47128,総合科学出版,東京都千代田区神田小川町3-2　栄光ビル1F,,
https://mediaarts-db.bunka.go.jp/id/C46311,C46311,光栄マイコンシステム,神奈川県横浜市港北区箕輪町一丁目18番12号,,
https://mediaarts-db.bunka.go.jp/id/C46362,C46362,光栄,神奈川県横浜市港北区箕輪町一丁目18番12号,,
https://mediaarts-db.bunka.go.jp/id/C46431,C46431,インデックス・ホールディング,東京都世田谷区池尻三丁目21番28号新日本池尻ビル8階,,
https://mediaarts-db.bunka.go.jp/id/C45118,C45118,"Ready at Dawn Studios, LLC","Irvine, California, United States",,
https://mediaarts-db.bunka.go.jp/id/C45164,C45164,Slant Six Games,"Vancouver, British Columbia, Canada",,
https://mediaarts-db.bunka.go.jp/id/C45180,C45180,Rockstar Vancouver Inc.,"Vancouver, British Columbia, Canada",,
https://mediaarts-db.bunka.go.jp/id/C45152,C45152,IO Interactive A/S,"Copenhagen, Denmark",,
https://mediaarts-db.bunka.go.jp/id/C44675,C44675,アクワイア,東京都千代田区外神田1-16-9,,
https://mediaarts-db.bunka.go.jp/id/C44676,C44676,アスキー・メディアワークス,東京都千代田区富士見一丁目8番19号 角川第3本社ビル,,
https://mediaarts-db.bunka.go.jp/id/C44677,C44677,アルヴィオン,大阪府吹田市,,
https://mediaarts-db.bunka.go.jp/id/C44678,C44678,インターチャネル,東京都港区三田1-4-28 三田国際ビル21F,,
https://mediaarts-db.bunka.go.jp/id/C44679,C44679,インデックス,東京都世田谷区池尻三丁目21番28号新日本池尻ビル8階,,
https://mediaarts-db.bunka.go.jp/id/C44680,C44680,ガスト,長野県長野市南石堂町 1293,,
https://mediaarts-db.bunka.go.jp/id/C44672,C44672,IEインスティテュート,東京都練馬区高松5-8-20 J.CITY TOWER18階,,
https://mediaarts-db.bunka.go.jp/id/C44673,C44673,アクアプラス,東京都千代田区外神田3-5-12,,
https://mediaarts-db.bunka.go.jp/id/C44670,C44670,AQインタラクティブ,東京都品川区東品川4-12-6日立ソリューションズタワーB,,
https://mediaarts-db.bunka.go.jp/id/C44691,C44691,ソニー・コンピュータエンタテインメント,東京都港区赤坂7-1-1,,
https://mediaarts-db.bunka.go.jp/id/C44688,C44688,サクセス,東京都品川区東五反田1-21-13 ファーストスクエア五反田3F,,
https://mediaarts-db.bunka.go.jp/id/C44689,C44689,シルバースタージャパン,岐阜県岐阜市橋本町2丁目20番地濃飛ビル11階,,
https://mediaarts-db.bunka.go.jp/id/C44690,C44690,スパイク・チュンソフト,東京都港区赤坂2-17-7赤坂溜池タワー,,
https://mediaarts-db.bunka.go.jp/id/C44692,C44692,タカラトミー,東京都葛飾区立石7-9-10,,
https://mediaarts-db.bunka.go.jp/id/C44693,C44693,ドラス,愛知県名古屋市中区栄2-9-3 伏見第一ビル3F,,
https://mediaarts-db.bunka.go.jp/id/C44694,C44694,ハドソン,東京都港区赤坂九丁目7番1号 ミッドタウン・タワー,,
https://mediaarts-db.bunka.go.jp/id/C44695,C44695,ハピネット,東京都台東区駒形ニ丁目4番5号 駒形CAビル,,
https://mediaarts-db.bunka.go.jp/id/C44696,C44696,ハムスター,東京都世田谷区駒沢2-11-5,,
https://mediaarts-db.bunka.go.jp/id/C44698,C44698,プロトタイプ,東京都中央区東日本橋2-15-4PMO東日本橋5F,,
https://mediaarts-db.bunka.go.jp/id/C44702,C44702,日本一ソフトウェア,岐阜県各務原市蘇原月丘町三丁目17番,,
https://mediaarts-db.bunka.go.jp/id/C44700,C44700,レベルファイブ,福岡県福岡市中央区薬院1-1-1 薬院ビジネスガーデン,,
https://mediaarts-db.bunka.go.jp/id/C44703,C44703,キュー・ゲームス,京都府京都市中京区綿屋町525吉忠ビル5F,,
https://mediaarts-db.bunka.go.jp/id/C44704,C44704,"38 Studio, LLC","5 Clock Tower Place Suite 140 Maynard, MA,  United States",,
https://mediaarts-db.bunka.go.jp/id/C44699,C44699,ユークス,大阪府堺市堺区戎島町4丁45番地の1,,
https://mediaarts-db.bunka.go.jp/id/C44687,C44687,サイバーフロント,東京都中央区八丁堀三丁目27番10号 KSK Eastビル7階,,
https://mediaarts-db.bunka.go.jp/id/C44684,C44684,コーエー,神奈川県横浜市港北区箕輪町一丁目18番12号,,
https://mediaarts-db.bunka.go.jp/id/C44685,C44685,コーエーテクモゲームス,神奈川県横浜市港北区箕輪町一丁目18番12号,,
https://mediaarts-db.bunka.go.jp/id/C44686,C44686,コンパイルハート,東京都豊島区東池袋2-23-2 いちご池袋イーストビル7Ｆ・8Ｆ,,
https://mediaarts-db.bunka.go.jp/id/C44681,C44681,カプコン,大阪府大阪市中央区内平野町三丁目1番3号,,
https://mediaarts-db.bunka.go.jp/id/C44683,C44683,ゲームリパブリック,東京都目黒区中根1丁目3番1号,,
https://mediaarts-db.bunka.go.jp/id/C44726,C44726,Eiconic Games,"Oxford, England",,
https://mediaarts-db.bunka.go.jp/id/C44725,C44725,Eastasiasoft,Hong Kong,,
https://mediaarts-db.bunka.go.jp/id/C44727,C44727,Electronic Arts,"Redwood City, CA, United States",,
https://mediaarts-db.bunka.go.jp/id/C44728,C44728,Firemint,"534 Church Street, Richmond, Australia",,
https://mediaarts-db.bunka.go.jp/id/C44729,C44729,Flippfly,"Wautoma, Wisconsin, United States",,
https://mediaarts-db.bunka.go.jp/id/C44730,C44730,Focus Home Interactive,"Paris, France",,
https://mediaarts-db.bunka.go.jp/id/C44719,C44719,Defiant Development,"Brisbane, Australia",,
https://mediaarts-db.bunka.go.jp/id/C44720,C44720,DETUNE,東京都杉並区西荻南2-16-13,,
https://mediaarts-db.bunka.go.jp/id/C44718,C44718,ディースリー・パブリッシャー,東京都渋谷区道玄坂,,
https://mediaarts-db.bunka.go.jp/id/C44716,C44716,COLLAVIER,東京都台東区北上野1丁目6番11号 NORDビル601,,
https://mediaarts-db.bunka.go.jp/id/C44712,C44712,BigPark,"Vancouver, British Columbia, Canada",,
https://mediaarts-db.bunka.go.jp/id/C44709,C44709,Activision Publishing,カリフォルニア州,,
https://mediaarts-db.bunka.go.jp/id/C44706,C44706,4J Studios,"Blackadders 30-34 Reform Street Dundee, Scotland",,
https://mediaarts-db.bunka.go.jp/id/C44705,C44705,4A Games,"First Floor, 1 Triq Tigne', Tas-Sliema, Malta",,
https://mediaarts-db.bunka.go.jp/id/C44711,C44711,Airtight Games,"Redmond, Washington,
United States",,
https://mediaarts-db.bunka.go.jp/id/C44710,C44710,ADK,埼玉県上尾市愛宕3丁目,,
https://mediaarts-db.bunka.go.jp/id/C44713,C44713,ソニー・ミュージックコミュニケーションズ,東京都港区赤坂9丁目7番地1号東京ミッドタウン,,
https://mediaarts-db.bunka.go.jp/id/C44715,C44715,Choice Provisions,"Santa Cruz, California, United States",,
https://mediaarts-db.bunka.go.jp/id/C44723,C44723,DOUBLE ELEVEN,"Double Eleven Limited Boho One Bridge Street West Middlesbrough, United Kingdom",,
https://mediaarts-db.bunka.go.jp/id/C44721,C44721,Die Gute Fabrik,"Copenhagen, Denmark",,
https://mediaarts-db.bunka.go.jp/id/C44724,C44724,Double Helix Games,"Irvine, California, United States",,
https://mediaarts-db.bunka.go.jp/id/C44722,C44722,Digital Extremes,"London, Ontario, Canada",,
https://mediaarts-db.bunka.go.jp/id/C44775,C44775,Switchblade Monkeys,"Vancouver, British Columbia, Canada",,
https://mediaarts-db.bunka.go.jp/id/C44759,C44759,Playdead ApS,"Copenhagen, Denmark",,
https://mediaarts-db.bunka.go.jp/id/C44822,C44822,ウィンキーソフト,大阪府吹田市,,
https://mediaarts-db.bunka.go.jp/id/C46174,C46174,Ubisoft Entertainment S.A.,"Paris, France",,
https://mediaarts-db.bunka.go.jp/id/C47263,C47263,日本能率協会マネジメントセンター,東京都中央区日本橋2-7-1　東京日本橋タワー,,
https://mediaarts-db.bunka.go.jp/id/C47305,C47305,角川アスキー総合研究所,東京都文京区西片1-17-8KSビル2F,,
https://mediaarts-db.bunka.go.jp/id/C47309,C47309,北大路書房,京都府京都市北区紫野十二坊町12-8,,
https://mediaarts-db.bunka.go.jp/id/C47317,C47317,グラフィック社,東京都千代田区九段北1-14-17,,
https://mediaarts-db.bunka.go.jp/id/C47307,C47307,オーム社,東京都千代田区神田錦町3-1,,
https://mediaarts-db.bunka.go.jp/id/C47310,C47310,六耀社,東京都港区台場2丁目3番1号トレードピアお台場8階,,
https://mediaarts-db.bunka.go.jp/id/C47302,C47302,日本エディタースクール出版部,東京都千代田区神田三崎町2-4-6,,
https://mediaarts-db.bunka.go.jp/id/C47304,C47304,美術出版社,東京都品川区上大崎3-1-1 目黒セントラルスクエア5F,,
https://mediaarts-db.bunka.go.jp/id/C47303,C47303,SBクリエイティブ株式会社,東京都港区六本木2-4-5 六本木Dスクエア,,
https://mediaarts-db.bunka.go.jp/id/C47314,C47314,丸善出版,東京都千代田区神田神保町2-17神田神保町ビル6F,,
https://mediaarts-db.bunka.go.jp/id/C47315,C47315,同文舘出版株式会社,東京都千代田区神田神保町1-41,,
https://mediaarts-db.bunka.go.jp/id/C47318,C47318,かんき出版,東京都千代田区麹町4-1-4　西脇ビル,,
https://mediaarts-db.bunka.go.jp/id/C47320,C47320,雄山閣出版,東京都千代田区富士見2丁目6番9号,,
https://mediaarts-db.bunka.go.jp/id/C47323,C47323,大洋図書,東京都千代田区西神田三丁目3-9 大洋ビル,,
https://mediaarts-db.bunka.go.jp/id/C47321,C47321,筑摩書房,東京都台東区蔵前2-5-3,,
https://mediaarts-db.bunka.go.jp/id/C47326,C47326,ボーンデジタル,東京都千代田区九段南一丁目5番5号九段サウスサイドスクエア,,
https://mediaarts-db.bunka.go.jp/id/C47327,C47327,あさ出版,東京都豊島区南池袋2-9-9　第一池袋ホワイトビル6階,,
https://mediaarts-db.bunka.go.jp/id/C47324,C47324,アミューズメント通信社,兵庫県西宮市甲子園口北町1-22,,
https://mediaarts-db.bunka.go.jp/id/C47325,C47325,エクスファイアマガジンジャパン,東京都港区南青山3-8-38,,
https://mediaarts-db.bunka.go.jp/id/C47295,C47295,すばる舎,東京都豊島区東池袋３-９-７ 東池袋織本ビル4階,,
https://mediaarts-db.bunka.go.jp/id/C47301,C47301,京都府京都文化博物館,京都市中京区三条高倉,,
https://mediaarts-db.bunka.go.jp/id/C47296,C47296,朝倉書店,東京都新宿区新小川町6番29号アクロポリス東京10F,,
https://mediaarts-db.bunka.go.jp/id/C47297,C47297,武蔵野美術大学出版局,東京都武蔵野市吉祥寺東町3-3-7,,
https://mediaarts-db.bunka.go.jp/id/C47299,C47299,早川書房,東京都千代田区神田多町二丁目2番地,,
https://mediaarts-db.bunka.go.jp/id/C47300,C47300,日外アソシエーツ,東京都品川区南大井6-16-16鈴中ビル大森アネックス,,
https://mediaarts-db.bunka.go.jp/id/C47294,C47294,日本実業出版社,東京都新宿区市谷本村町3-29フォーキャスト市ヶ谷5F,,
https://mediaarts-db.bunka.go.jp/id/C47292,C47292,オーエス出版,東京都港区虎ノ門三丁目6番2号第2秋山ビルディング8F,,
https://mediaarts-db.bunka.go.jp/id/C47293,C47293,オライリー・ジャパン,東京都新宿区四谷坂町12-22VORT四谷坂町1F,,
https://mediaarts-db.bunka.go.jp/id/C47287,C47287,中央公論美術出版,東京都千代田区神田神保町1-10-1IVYビル6F,,
https://mediaarts-db.bunka.go.jp/id/C47288,C47288,スモール出版,東京都中野区東中野3-14-1 グリーンビル4階,,
https://mediaarts-db.bunka.go.jp/id/C47291,C47291,ソーテック社,東京都千代田区飯田橋4-9-5 スギタビル4Ｆ,,
https://mediaarts-db.bunka.go.jp/id/C47355,C47355,ヒットメーカー,東京都大田区東糀谷2丁目12-14　株式会社セガ本社3号館7階,,
https://mediaarts-db.bunka.go.jp/id/C47353,C47353,空想科学,鹿児島県奄美市名瀬末広町１８番１３号,,
https://mediaarts-db.bunka.go.jp/id/C47356,C47356,Underground Development,"San Mateo, CA, United States",,
https://mediaarts-db.bunka.go.jp/id/C47358,C47358,Digital Pictures,"San Mateo, CA, United States",,
https://mediaarts-db.bunka.go.jp/id/C47360,C47360,バースデイ,東京都港区赤坂,,
https://mediaarts-db.bunka.go.jp/id/C47361,C47361,Paradigm Entertainment,"Farmers Branch, TX, United States",,
https://mediaarts-db.bunka.go.jp/id/C47357,C47357,Acclaim Studios London,"Croydon, England",,
https://mediaarts-db.bunka.go.jp/id/C47344,C47344,サンドロット,東京都杉並区阿佐谷南1-8-5 OSAWAビル,,
https://mediaarts-db.bunka.go.jp/id/C47352,C47352,Realtime Associates,"Rosecrans Avenue, Suite 4150, El Segundo, CA, United States",,
https://mediaarts-db.bunka.go.jp/id/C47345,C47345,Nixxes Software,World Trade Center Stadsplateau 6 3521 AZ Utrecht The Netherlands,,
https://mediaarts-db.bunka.go.jp/id/C47346,C47346,Cyberlore Studios,"Northampton, Massachusetts, United States",,
https://mediaarts-db.bunka.go.jp/id/C47348,C47348,SIE Bend Studio,"Bend, OR, United States",,
https://mediaarts-db.bunka.go.jp/id/C47349,C47349,Atari Games,"Milpitas, California, U.S.",,
https://mediaarts-db.bunka.go.jp/id/C47350,C47350,Traveller's Tales,"Knutsford, England",,
https://mediaarts-db.bunka.go.jp/id/C47351,C47351,Ubisoft Reflections,"Partnership House, Newcastle upon Tyne, England",,
https://mediaarts-db.bunka.go.jp/id/C47329,C47329,有斐閣,東京都千代田区神田神保町二丁目17番地,,
https://mediaarts-db.bunka.go.jp/id/C47332,C47332,河出書房新社,東京都渋谷区千駄ヶ谷 2-32-2,,
https://mediaarts-db.bunka.go.jp/id/C47331,C47331,朝日新聞社,東京都中央区築地五丁目3番2号,,
https://mediaarts-db.bunka.go.jp/id/C47330,C47330,日本バーコード,大阪府高槻市北大樋町12番7号,,
https://mediaarts-db.bunka.go.jp/id/C47335,C47335,福村出版,東京都文京区湯島2-14-11,,
https://mediaarts-db.bunka.go.jp/id/C47333,C47333,小学館スクウェア,東京都千代田区神田神保町2-13 神保町MFビル4階,,
https://mediaarts-db.bunka.go.jp/id/C47337,C47337,東京大学出版会,東京都目黒区駒場4-5-29,,
https://mediaarts-db.bunka.go.jp/id/C47343,C47343,ゲームロフト,"14 rue Auber 75009 Paris, France",,
https://mediaarts-db.bunka.go.jp/id/C438704,C438704,特定非営利活動法人ゲーム保存協会,東京都世田谷区等々力八丁目19番1号椎の木山ガーデンテラスC号,,
https://mediaarts-db.bunka.go.jp/id/C45202,C45202,EA Chicago,"Hoffman Estates, Illinois, United States.",,
